FL_DATE,AIRLINE,AIRLINE_CODE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
13/12/2021,American Airlines Inc.,AA,"Tampa, FL","Chicago, IL",1715,1718.0,3.0,12.0,1730.0,1850.0,19.0,1918,1909.0,-9.0,183.0,171.0,140.0,1011,0.0,0.0,0.0,0.0,0.0,0
14/9/2022,American Airlines Inc.,AA,"Bangor, ME","Philadelphia, PA",1301,1257.0,-4.0,13.0,1310.0,1433.0,5.0,1450,1438.0,-12.0,109.0,101.0,83.0,473,0.0,0.0,0.0,0.0,0.0,0
18/12/2019,Southwest Airlines Co.,WN,"Chicago, IL","Las Vegas, NV",1955,2020.0,25.0,7.0,2027.0,2156.0,3.0,2150,2159.0,9.0,235.0,219.0,209.0,1521,0.0,0.0,0.0,0.0,0.0,0
21/11/2020,Southwest Airlines Co.,WN,"Boston, MA","Nashville, TN",1455,1458.0,3.0,13.0,1511.0,1633.0,4.0,1655,1637.0,-18.0,180.0,159.0,142.0,942,0.0,0.0,0.0,0.0,0.0,0
21/2/2023,Delta Air Lines Inc.,DL,"Nashville, TN","Boston, MA",1855,1842.0,-13.0,22.0,1904.0,2204.0,4.0,2222,2208.0,-14.0,147.0,146.0,120.0,942,0.0,0.0,0.0,0.0,0.0,0
13/11/2020,Southwest Airlines Co.,WN,"Denver, CO","Las Vegas, NV",1355,1354.0,-1.0,11.0,1405.0,1438.0,4.0,1455,1442.0,-13.0,120.0,108.0,93.0,628,0.0,0.0,0.0,0.0,0.0,0
25/9/2022,American Airlines Inc.,AA,"Phoenix, AZ","Las Vegas, NV",2020,2014.0,-6.0,15.0,2029.0,2111.0,5.0,2130,2116.0,-14.0,70.0,62.0,42.0,255,0.0,0.0,0.0,0.0,0.0,0
1/1/2021,SkyWest Airlines Inc.,OO,"Traverse City, MI","Detroit, MI",620,618.0,-2.0,10.0,628.0,710.0,11.0,733,721.0,-12.0,73.0,63.0,42.0,207,0.0,0.0,0.0,0.0,0.0,0
2/5/2019,Frontier Airlines Inc.,F9,"Denver, CO","Bloomington/Normal, IL",600,559.0,-1.0,16.0,615.0,855.0,8.0,912,903.0,-9.0,132.0,124.0,100.0,834,0.0,0.0,0.0,0.0,0.0,0
8/7/2020,Southwest Airlines Co.,WN,"Charlotte, NC","Baltimore, MD",1810,1805.0,-5.0,33.0,1838.0,1942.0,9.0,1940,1951.0,11.0,90.0,106.0,64.0,361,0.0,0.0,0.0,0.0,0.0,0
17/3/2020,SkyWest Airlines Inc.,OO,"Butte, MT","Salt Lake City, UT",1310,1250.0,-20.0,19.0,1309.0,1408.0,4.0,1444,1412.0,-32.0,94.0,82.0,59.0,358,0.0,0.0,0.0,0.0,0.0,0
6/10/2019,Mesa Airlines Inc.,YV,"Houston, TX","Dallas/Fort Worth, TX",1050,1044.0,-6.0,12.0,1056.0,1139.0,7.0,1208,1146.0,-22.0,78.0,62.0,43.0,247,0.0,0.0,0.0,0.0,0.0,0
18/9/2019,SkyWest Airlines Inc.,OO,"San Jose, CA","Santa Ana, CA",1515,1514.0,-1.0,22.0,1536.0,1639.0,3.0,1645,1642.0,-3.0,90.0,88.0,63.0,342,0.0,0.0,0.0,0.0,0.0,0
1/4/2021,Southwest Airlines Co.,WN,"Tampa, FL","Atlanta, GA",710,709.0,-1.0,10.0,719.0,824.0,9.0,850,833.0,-17.0,100.0,84.0,65.0,406,0.0,0.0,0.0,0.0,0.0,0
28/7/2023,American Airlines Inc.,AA,"Sacramento, CA","Dallas/Fort Worth, TX",1126,1125.0,-1.0,13.0,1138.0,1626.0,7.0,1648,1633.0,-15.0,202.0,188.0,168.0,1431,0.0,0.0,0.0,0.0,0.0,0
27/12/2020,Mesa Airlines Inc.,YV,"Dallas/Fort Worth, TX","Rapid City, SD",1035,1026.0,-9.0,25.0,1051.0,1149.0,2.0,1207,1151.0,-16.0,152.0,145.0,118.0,835,0.0,0.0,0.0,0.0,0.0,0
1/6/2019,SkyWest Airlines Inc.,OO,"San Francisco, CA","Santa Barbara, CA",2045,2038.0,-7.0,15.0,2053.0,2138.0,2.0,2200,2140.0,-20.0,75.0,62.0,45.0,262,0.0,0.0,0.0,0.0,0.0,0
30/3/2021,SkyWest Airlines Inc.,OO,"Chicago, IL","Salt Lake City, UT",850,841.0,-9.0,21.0,902.0,1122.0,7.0,1137,1129.0,-8.0,227.0,228.0,200.0,1250,0.0,0.0,0.0,0.0,0.0,0
24/1/2023,Delta Air Lines Inc.,DL,"Miami, FL","Atlanta, GA",600,557.0,-3.0,15.0,612.0,736.0,11.0,803,747.0,-16.0,123.0,110.0,84.0,594,0.0,0.0,0.0,0.0,0.0,0
20/11/2022,American Airlines Inc.,AA,"Kansas City, MO","Dallas/Fort Worth, TX",1745,1750.0,5.0,13.0,1803.0,1912.0,22.0,1932,1934.0,2.0,107.0,104.0,69.0,460,0.0,0.0,0.0,0.0,0.0,0
27/11/2019,JetBlue Airways,B6,"West Palm Beach/Palm Beach, FL","Boston, MA",1300,1246.0,-14.0,11.0,1257.0,1521.0,16.0,1600,1537.0,-23.0,180.0,171.0,144.0,1197,0.0,0.0,0.0,0.0,0.0,0
15/4/2021,Endeavor Air Inc.,9E,"Atlanta, GA","Bristol/Johnson City/Kingsport, TN",2130,2125.0,-5.0,17.0,2142.0,2220.0,3.0,2240,2223.0,-17.0,70.0,58.0,38.0,227,0.0,0.0,0.0,0.0,0.0,0
13/2/2023,Frontier Airlines Inc.,F9,"Phoenix, AZ","Dallas/Fort Worth, TX",606,558.0,-8.0,15.0,613.0,856.0,10.0,930,906.0,-24.0,144.0,128.0,103.0,868,0.0,0.0,0.0,0.0,0.0,0
16/7/2019,Endeavor Air Inc.,9E,"Atlanta, GA","White Plains, NY",1834,1833.0,-1.0,14.0,1847.0,2044.0,4.0,2059,2048.0,-11.0,145.0,135.0,117.0,780,0.0,0.0,0.0,0.0,0.0,0
19/9/2021,Frontier Airlines Inc.,F9,"Miami, FL","Denver, CO",2011,2009.0,-2.0,35.0,2044.0,2221.0,7.0,2231,2228.0,-3.0,260.0,259.0,217.0,1709,0.0,0.0,0.0,0.0,0.0,0
8/9/2021,Republic Airline,YX,"Washington, DC","New York, NY",2200,2155.0,-5.0,11.0,2206.0,2249.0,6.0,2321,2255.0,-26.0,81.0,60.0,43.0,214,0.0,0.0,0.0,0.0,0.0,0
27/3/2021,Alaska Airlines Inc.,AS,"New York, NY","San Francisco, CA",1845,1857.0,12.0,16.0,1913.0,2207.0,4.0,2235,2211.0,-24.0,410.0,374.0,354.0,2586,0.0,0.0,0.0,0.0,0.0,0
10/3/2021,American Airlines Inc.,AA,"Charlotte, NC","Philadelphia, PA",2242,2232.0,-10.0,15.0,2247.0,2351.0,6.0,23,2357.0,-26.0,101.0,85.0,64.0,449,0.0,0.0,0.0,0.0,0.0,0
22/10/2021,United Air Lines Inc.,UA,"Seattle, WA","Washington, DC",2345,2348.0,3.0,15.0,3.0,724.0,9.0,735,733.0,-2.0,290.0,285.0,261.0,2306,0.0,0.0,0.0,0.0,0.0,0
24/1/2020,Delta Air Lines Inc.,DL,"Salt Lake City, UT","Las Vegas, NV",1720,1726.0,6.0,12.0,1738.0,1735.0,6.0,1745,1741.0,-4.0,85.0,75.0,57.0,368,0.0,0.0,0.0,0.0,0.0,0
28/10/2020,Southwest Airlines Co.,WN,"St. Louis, MO","Sacramento, CA",1710,1713.0,3.0,11.0,1724.0,1910.0,3.0,1915,1913.0,-2.0,245.0,240.0,226.0,1679,0.0,0.0,0.0,0.0,0.0,0
9/2/2019,SkyWest Airlines Inc.,OO,"San Diego, CA","San Jose, CA",1630,1629.0,-1.0,16.0,1645.0,1754.0,2.0,1805,1756.0,-9.0,95.0,87.0,69.0,417,0.0,0.0,0.0,0.0,0.0,0
14/7/2020,SkyWest Airlines Inc.,OO,"San Francisco, CA","Arcata/Eureka, CA",1115,1107.0,-8.0,19.0,1126.0,1209.0,4.0,1228,1213.0,-15.0,73.0,66.0,43.0,250,0.0,0.0,0.0,0.0,0.0,0
23/3/2020,SkyWest Airlines Inc.,OO,"Las Vegas, NV","Santa Ana, CA",2035,2024.0,-11.0,16.0,2040.0,2123.0,5.0,2147,2128.0,-19.0,72.0,64.0,43.0,226,0.0,0.0,0.0,0.0,0.0,0
7/2/2020,Mesa Airlines Inc.,YV,"Houston, TX","Dallas/Fort Worth, TX",1202,1159.0,-3.0,12.0,1211.0,1256.0,7.0,1315,1303.0,-12.0,73.0,64.0,45.0,247,0.0,0.0,0.0,0.0,0.0,0
4/4/2020,JetBlue Airways,B6,"Rochester, NY","New York, NY",1000,938.0,-22.0,8.0,946.0,1031.0,4.0,1116,1035.0,-41.0,76.0,57.0,45.0,264,0.0,0.0,0.0,0.0,0.0,0
29/1/2023,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Boise, ID",1923,1928.0,5.0,28.0,1956.0,2154.0,10.0,2150,2204.0,14.0,207.0,216.0,178.0,1272,0.0,0.0,0.0,0.0,0.0,0
3/11/2021,SkyWest Airlines Inc.,OO,"Pittsburgh, PA","Detroit, MI",1559,1552.0,-7.0,15.0,1607.0,1650.0,12.0,1710,1702.0,-8.0,71.0,70.0,43.0,201,0.0,0.0,0.0,0.0,0.0,0
24/1/2020,Southwest Airlines Co.,WN,"New York, NY","Denver, CO",1615,1616.0,1.0,24.0,1640.0,1816.0,6.0,1910,1822.0,-48.0,295.0,246.0,216.0,1620,0.0,0.0,0.0,0.0,0.0,0
4/5/2020,SkyWest Airlines Inc.,OO,"Dallas/Fort Worth, TX","Springfield, IL",1220,1214.0,-6.0,14.0,1228.0,1353.0,3.0,1414,1356.0,-18.0,114.0,102.0,85.0,630,0.0,0.0,0.0,0.0,0.0,0
15/12/2019,Spirit Air Lines,NK,"Los Angeles, CA","Chicago, IL",1348,1344.0,-4.0,15.0,1359.0,1910.0,14.0,1950,1924.0,-26.0,242.0,220.0,191.0,1744,0.0,0.0,0.0,0.0,0.0,0
24/11/2019,American Airlines Inc.,AA,"Nashville, TN","Charlotte, NC",1308,1312.0,4.0,15.0,1327.0,1520.0,13.0,1535,1533.0,-2.0,87.0,81.0,53.0,328,0.0,0.0,0.0,0.0,0.0,0
12/6/2019,United Air Lines Inc.,UA,"San Francisco, CA","Honolulu, HI",1924,1922.0,-2.0,15.0,1937.0,2128.0,4.0,2152,2132.0,-20.0,328.0,310.0,291.0,2398,0.0,0.0,0.0,0.0,0.0,0
12/10/2019,Alaska Airlines Inc.,AS,"Anchorage, AK","Seattle, WA",1550,1555.0,5.0,21.0,1616.0,2003.0,9.0,2015,2012.0,-3.0,205.0,197.0,167.0,1448,0.0,0.0,0.0,0.0,0.0,0
15/12/2021,American Airlines Inc.,AA,"Los Angeles, CA","Miami, FL",2359,7.0,8.0,24.0,31.0,739.0,4.0,739,743.0,4.0,280.0,276.0,248.0,2342,0.0,0.0,0.0,0.0,0.0,0
17/7/2019,Delta Air Lines Inc.,DL,"New Orleans, LA","New York, NY",1115,1109.0,-6.0,12.0,1121.0,1508.0,7.0,1515,1515.0,0.0,180.0,186.0,167.0,1182,0.0,0.0,0.0,0.0,0.0,0
16/10/2021,American Airlines Inc.,AA,"Grand Rapids, MI","Dallas/Fort Worth, TX",600,612.0,12.0,10.0,622.0,742.0,3.0,748,745.0,-3.0,168.0,153.0,140.0,931,0.0,0.0,0.0,0.0,0.0,0
28/5/2020,Southwest Airlines Co.,WN,"Denver, CO","Reno, NV",905,859.0,-6.0,10.0,909.0,1000.0,3.0,1015,1003.0,-12.0,130.0,124.0,111.0,804,0.0,0.0,0.0,0.0,0.0,0
18/4/2019,Mesa Airlines Inc.,YV,"Dallas/Fort Worth, TX","Valparaiso, FL",1445,1442.0,-3.0,16.0,1458.0,1629.0,6.0,1635,1635.0,0.0,110.0,113.0,91.0,641,0.0,0.0,0.0,0.0,0.0,0
15/4/2022,Delta Air Lines Inc.,DL,"New York, NY","Atlanta, GA",700,703.0,3.0,14.0,717.0,919.0,7.0,927,926.0,-1.0,147.0,143.0,122.0,762,0.0,0.0,0.0,0.0,0.0,0
3/8/2020,SkyWest Airlines Inc.,OO,"Chicago, IL","Nashville, TN",715,715.0,0.0,16.0,731.0,834.0,6.0,847,840.0,-7.0,92.0,85.0,63.0,409,0.0,0.0,0.0,0.0,0.0,0
22/10/2019,Delta Air Lines Inc.,DL,"Minneapolis, MN","Boston, MA",2032,2022.0,-10.0,10.0,2032.0,2351.0,10.0,21,1.0,-20.0,169.0,159.0,139.0,1124,0.0,0.0,0.0,0.0,0.0,0
23/1/2023,Republic Airline,YX,"Newark, NJ","Columbus, OH",1400,1358.0,-2.0,14.0,1412.0,1526.0,11.0,1554,1537.0,-17.0,114.0,99.0,74.0,463,0.0,0.0,0.0,0.0,0.0,0
12/3/2023,Delta Air Lines Inc.,DL,"Minneapolis, MN","San Antonio, TX",1030,1022.0,-8.0,31.0,1053.0,1318.0,6.0,1328,1324.0,-4.0,178.0,182.0,145.0,1097,0.0,0.0,0.0,0.0,0.0,0
14/8/2023,Envoy Air,MQ,"Chicago, IL","St. Louis, MO",840,836.0,-4.0,27.0,903.0,951.0,7.0,955,958.0,3.0,75.0,82.0,48.0,258,0.0,0.0,0.0,0.0,0.0,0
8/4/2022,American Airlines Inc.,AA,"Los Angeles, CA","Dallas/Fort Worth, TX",700,658.0,-2.0,12.0,710.0,1144.0,9.0,1207,1153.0,-14.0,187.0,175.0,154.0,1235,0.0,0.0,0.0,0.0,0.0,0
15/8/2022,Southwest Airlines Co.,WN,"Las Vegas, NV","San Diego, CA",805,826.0,21.0,11.0,837.0,924.0,2.0,915,926.0,11.0,70.0,60.0,47.0,258,0.0,0.0,0.0,0.0,0.0,0
29/10/2019,Delta Air Lines Inc.,DL,"Nashville, TN","Minneapolis, MN",1430,1426.0,-4.0,10.0,1436.0,1613.0,4.0,1637,1617.0,-20.0,127.0,111.0,97.0,695,0.0,0.0,0.0,0.0,0.0,0
8/9/2020,Endeavor Air Inc.,9E,"Des Moines, IA","Minneapolis, MN",1755,1748.0,-7.0,8.0,1756.0,1836.0,4.0,1908,1840.0,-28.0,73.0,52.0,40.0,232,0.0,0.0,0.0,0.0,0.0,0
2/2/2022,United Air Lines Inc.,UA,"Houston, TX","Las Vegas, NV",2011,2015.0,4.0,15.0,2030.0,2116.0,8.0,2137,2124.0,-13.0,206.0,189.0,166.0,1222,0.0,0.0,0.0,0.0,0.0,0
4/3/2020,Southwest Airlines Co.,WN,"Boise, ID","San Diego, CA",1930,1925.0,-5.0,6.0,1931.0,2023.0,3.0,2040,2026.0,-14.0,130.0,121.0,112.0,749,0.0,0.0,0.0,0.0,0.0,0
2/7/2020,Southwest Airlines Co.,WN,"Las Vegas, NV","Phoenix, AZ",1650,1653.0,3.0,9.0,1702.0,1752.0,5.0,1805,1757.0,-8.0,75.0,64.0,50.0,255,0.0,0.0,0.0,0.0,0.0,0
28/3/2022,SkyWest Airlines Inc.,OO,"Sioux Falls, SD","Chicago, IL",750,741.0,-9.0,16.0,757.0,903.0,20.0,940,923.0,-17.0,110.0,102.0,66.0,463,0.0,0.0,0.0,0.0,0.0,0
30/4/2023,Envoy Air,MQ,"Bristol/Johnson City/Kingsport, TN","Dallas/Fort Worth, TX",545,538.0,-7.0,15.0,553.0,705.0,16.0,733,721.0,-12.0,168.0,163.0,132.0,868,0.0,0.0,0.0,0.0,0.0,0
3/10/2022,American Airlines Inc.,AA,"Los Angeles, CA","Dallas/Fort Worth, TX",700,653.0,-7.0,13.0,706.0,1141.0,11.0,1205,1152.0,-13.0,185.0,179.0,155.0,1235,0.0,0.0,0.0,0.0,0.0,0
5/9/2021,United Air Lines Inc.,UA,"Boston, MA","Chicago, IL",820,820.0,0.0,11.0,831.0,938.0,11.0,959,949.0,-10.0,159.0,149.0,127.0,867,0.0,0.0,0.0,0.0,0.0,0
28/2/2023,American Airlines Inc.,AA,"Charlotte, NC","Atlanta, GA",800,749.0,-11.0,23.0,812.0,857.0,7.0,907,904.0,-3.0,67.0,75.0,45.0,226,0.0,0.0,0.0,0.0,0.0,0
16/8/2020,Republic Airline,YX,"Louisville, KY","Atlanta, GA",859,857.0,-2.0,14.0,911.0,1008.0,9.0,1025,1017.0,-8.0,86.0,80.0,57.0,321,0.0,0.0,0.0,0.0,0.0,0
8/1/2019,Southwest Airlines Co.,WN,"New Orleans, LA","Dallas, TX",2005,1958.0,-7.0,6.0,2004.0,2113.0,2.0,2130,2115.0,-15.0,85.0,77.0,69.0,436,0.0,0.0,0.0,0.0,0.0,0
15/6/2023,American Airlines Inc.,AA,"New York, NY","Miami, FL",1100,1056.0,-4.0,14.0,1110.0,1340.0,5.0,1412,1345.0,-27.0,192.0,169.0,150.0,1089,0.0,0.0,0.0,0.0,0.0,0
29/11/2020,SkyWest Airlines Inc.,OO,"Houston, TX","Detroit, MI",1134,1129.0,-5.0,15.0,1144.0,1445.0,17.0,1515,1502.0,-13.0,161.0,153.0,121.0,1075,0.0,0.0,0.0,0.0,0.0,0
12/5/2021,Endeavor Air Inc.,9E,"Atlanta, GA","Gainesville, FL",2125,2139.0,14.0,12.0,2151.0,2237.0,2.0,2240,2239.0,-1.0,75.0,60.0,46.0,300,0.0,0.0,0.0,0.0,0.0,0
9/5/2022,SkyWest Airlines Inc.,OO,"Ontario, CA","Salt Lake City, UT",1659,1652.0,-7.0,14.0,1706.0,1919.0,5.0,1943,1924.0,-19.0,104.0,92.0,73.0,558,0.0,0.0,0.0,0.0,0.0,0
15/5/2022,Alaska Airlines Inc.,AS,"New York, NY","San Francisco, CA",730,727.0,-3.0,21.0,748.0,1031.0,10.0,1105,1041.0,-24.0,395.0,374.0,343.0,2586,0.0,0.0,0.0,0.0,0.0,0
3/2/2019,Alaska Airlines Inc.,AS,"Seattle, WA","Los Angeles, CA",600,551.0,-9.0,12.0,603.0,816.0,16.0,845,832.0,-13.0,165.0,161.0,133.0,954,0.0,0.0,0.0,0.0,0.0,0
22/2/2023,Southwest Airlines Co.,WN,"San Diego, CA","San Jose, CA",1630,1629.0,-1.0,12.0,1641.0,1746.0,3.0,1755,1749.0,-6.0,85.0,80.0,65.0,417,0.0,0.0,0.0,0.0,0.0,0
21/9/2022,Republic Airline,YX,"Boston, MA","New York, NY",2030,2056.0,26.0,17.0,2113.0,2154.0,13.0,2153,2207.0,14.0,83.0,71.0,41.0,184,0.0,0.0,0.0,0.0,0.0,0
12/8/2021,Delta Air Lines Inc.,DL,"Memphis, TN","Atlanta, GA",1343,1338.0,-5.0,9.0,1347.0,1540.0,6.0,1607,1546.0,-21.0,84.0,68.0,53.0,332,0.0,0.0,0.0,0.0,0.0,0
6/2/2022,American Airlines Inc.,AA,"Minneapolis, MN","Dallas/Fort Worth, TX",904,902.0,-2.0,48.0,950.0,1150.0,21.0,1200,1211.0,11.0,176.0,189.0,120.0,852,0.0,0.0,0.0,0.0,0.0,0
22/9/2021,SkyWest Airlines Inc.,OO,"Nashville, TN","Denver, CO",1225,1217.0,-8.0,15.0,1232.0,1413.0,10.0,1427,1423.0,-4.0,182.0,186.0,161.0,1014,0.0,0.0,0.0,0.0,0.0,0
4/11/2019,American Airlines Inc.,AA,"Charlotte, NC","Raleigh/Durham, NC",2025,2020.0,-5.0,11.0,2031.0,2104.0,5.0,2128,2109.0,-19.0,63.0,49.0,33.0,130,0.0,0.0,0.0,0.0,0.0,0
18/5/2022,Delta Air Lines Inc.,DL,"Santa Ana, CA","Salt Lake City, UT",1001,954.0,-7.0,14.0,1008.0,1238.0,6.0,1251,1244.0,-7.0,110.0,110.0,90.0,588,0.0,0.0,0.0,0.0,0.0,0
28/7/2023,Southwest Airlines Co.,WN,"Sacramento, CA","Ontario, CA",1205,1206.0,1.0,14.0,1220.0,1319.0,5.0,1325,1324.0,-1.0,80.0,78.0,59.0,390,0.0,0.0,0.0,0.0,0.0,0
15/10/2020,SkyWest Airlines Inc.,OO,"San Luis Obispo, CA","Phoenix, AZ",705,656.0,-9.0,11.0,707.0,822.0,7.0,844,829.0,-15.0,99.0,93.0,75.0,509,0.0,0.0,0.0,0.0,0.0,0
23/2/2019,SkyWest Airlines Inc.,OO,"Dayton, OH","Detroit, MI",1402,1412.0,10.0,14.0,1426.0,1457.0,5.0,1509,1502.0,-7.0,67.0,50.0,31.0,166,0.0,0.0,0.0,0.0,0.0,0
4/11/2019,Southwest Airlines Co.,WN,"Baltimore, MD","Boston, MA",1930,1932.0,2.0,17.0,1949.0,2047.0,5.0,2105,2052.0,-13.0,95.0,80.0,58.0,369,0.0,0.0,0.0,0.0,0.0,0
30/11/2022,Frontier Airlines Inc.,F9,"Ontario, CA","Las Vegas, NV",1428,1439.0,11.0,19.0,1458.0,1540.0,9.0,1538,1549.0,11.0,70.0,70.0,42.0,197,0.0,0.0,0.0,0.0,0.0,0
23/1/2023,American Airlines Inc.,AA,"Las Vegas, NV","Dallas/Fort Worth, TX",1418,1409.0,-9.0,15.0,1424.0,1839.0,11.0,1859,1850.0,-9.0,161.0,161.0,135.0,1055,0.0,0.0,0.0,0.0,0.0,0
31/7/2020,Southwest Airlines Co.,WN,"Indianapolis, IN","Atlanta, GA",855,853.0,-2.0,11.0,904.0,1014.0,4.0,1025,1018.0,-7.0,90.0,85.0,70.0,432,0.0,0.0,0.0,0.0,0.0,0
20/11/2021,American Airlines Inc.,AA,"Chicago, IL","Santa Ana, CA",1530,1527.0,-3.0,9.0,1536.0,1739.0,6.0,1758,1745.0,-13.0,268.0,258.0,243.0,1726,0.0,0.0,0.0,0.0,0.0,0
24/2/2022,JetBlue Airways,B6,"New York, NY","Boston, MA",650,645.0,-5.0,21.0,706.0,739.0,8.0,759,747.0,-12.0,69.0,62.0,33.0,187,0.0,0.0,0.0,0.0,0.0,0
23/7/2022,Envoy Air,MQ,"Miami, FL","Pittsburgh, PA",1414,1412.0,-2.0,31.0,1443.0,1659.0,4.0,1658,1703.0,5.0,164.0,171.0,136.0,1013,0.0,0.0,0.0,0.0,0.0,0
6/2/2023,Southwest Airlines Co.,WN,"Washington, DC","Chicago, IL",615,616.0,1.0,11.0,627.0,706.0,6.0,725,712.0,-13.0,130.0,116.0,99.0,601,0.0,0.0,0.0,0.0,0.0,0
17/8/2019,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","El Paso, TX",2026,2025.0,-1.0,12.0,2037.0,2050.0,5.0,2102,2055.0,-7.0,96.0,90.0,73.0,551,0.0,0.0,0.0,0.0,0.0,0
25/9/2022,Alaska Airlines Inc.,AS,"Reno, NV","Seattle, WA",700,701.0,1.0,20.0,721.0,840.0,37.0,904,917.0,13.0,124.0,136.0,79.0,564,0.0,0.0,0.0,0.0,0.0,0
18/7/2022,Southwest Airlines Co.,WN,"Miami, FL","New Orleans, LA",1640,1646.0,6.0,12.0,1658.0,1732.0,2.0,1755,1734.0,-21.0,135.0,108.0,94.0,675,0.0,0.0,0.0,0.0,0.0,0
7/1/2022,American Airlines Inc.,AA,"Charlotte, NC","Jacksonville, FL",935,924.0,-11.0,16.0,940.0,1034.0,4.0,1109,1038.0,-31.0,94.0,74.0,54.0,328,0.0,0.0,0.0,0.0,0.0,0
8/1/2019,Southwest Airlines Co.,WN,"Chicago, IL","Raleigh/Durham, NC",1400,1407.0,7.0,9.0,1416.0,1637.0,3.0,1650,1640.0,-10.0,110.0,93.0,81.0,632,0.0,0.0,0.0,0.0,0.0,0
11/10/2022,Endeavor Air Inc.,9E,"New York, NY","Indianapolis, IN",1929,1921.0,-8.0,33.0,1954.0,2127.0,7.0,2154,2134.0,-20.0,145.0,133.0,93.0,665,0.0,0.0,0.0,0.0,0.0,0
29/5/2023,Spirit Air Lines,NK,"San Juan, PR","Orlando, FL",2019,2023.0,4.0,12.0,2035.0,2307.0,13.0,2330,2320.0,-10.0,191.0,177.0,152.0,1189,0.0,0.0,0.0,0.0,0.0,0
16/6/2021,JetBlue Airways,B6,"Phoenix, AZ","Fort Lauderdale, FL",2308,2321.0,13.0,15.0,2336.0,633.0,5.0,631,638.0,7.0,263.0,257.0,237.0,1972,0.0,0.0,0.0,0.0,0.0,0
17/5/2023,Southwest Airlines Co.,WN,"Little Rock, AR","Dallas, TX",525,524.0,-1.0,9.0,533.0,620.0,5.0,630,625.0,-5.0,65.0,61.0,47.0,296,0.0,0.0,0.0,0.0,0.0,0
21/3/2022,Envoy Air,MQ,"Chicago, IL","La Crosse, WI",1515,1512.0,-3.0,7.0,1519.0,1602.0,2.0,1627,1604.0,-23.0,72.0,52.0,43.0,215,0.0,0.0,0.0,0.0,0.0,0
9/6/2021,United Air Lines Inc.,UA,"Denver, CO","Newark, NJ",750,749.0,-1.0,23.0,812.0,1334.0,8.0,1333,1342.0,9.0,223.0,233.0,202.0,1605,0.0,0.0,0.0,0.0,0.0,0
8/6/2022,Southwest Airlines Co.,WN,"Chicago, IL","Minneapolis, MN",505,501.0,-4.0,18.0,519.0,619.0,2.0,625,621.0,-4.0,80.0,80.0,60.0,349,0.0,0.0,0.0,0.0,0.0,0
7/9/2020,Republic Airline,YX,"Chicago, IL","Columbus, OH",1445,1439.0,-6.0,25.0,1504.0,1707.0,10.0,1713,1717.0,4.0,88.0,98.0,63.0,296,0.0,0.0,0.0,0.0,0.0,0
22/9/2022,Southwest Airlines Co.,WN,"Oakland, CA","Las Vegas, NV",840,839.0,-1.0,10.0,849.0,954.0,7.0,1015,1001.0,-14.0,95.0,82.0,65.0,407,0.0,0.0,0.0,0.0,0.0,0
23/6/2021,SkyWest Airlines Inc.,OO,"San Francisco, CA","Santa Ana, CA",1910,1915.0,5.0,19.0,1934.0,2041.0,6.0,2040,2047.0,7.0,90.0,92.0,67.0,372,0.0,0.0,0.0,0.0,0.0,0
14/1/2022,Delta Air Lines Inc.,DL,"Atlanta, GA","Phoenix, AZ",1105,1059.0,-6.0,19.0,1118.0,1302.0,5.0,1327,1307.0,-20.0,262.0,248.0,224.0,1587,0.0,0.0,0.0,0.0,0.0,0
31/10/2020,Delta Air Lines Inc.,DL,"New York, NY","West Palm Beach/Palm Beach, FL",825,826.0,1.0,20.0,846.0,1104.0,3.0,1119,1107.0,-12.0,174.0,161.0,138.0,1035,0.0,0.0,0.0,0.0,0.0,0
3/5/2021,Delta Air Lines Inc.,DL,"Los Angeles, CA","Orlando, FL",2345,2344.0,-1.0,11.0,2355.0,701.0,7.0,730,708.0,-22.0,285.0,264.0,246.0,2218,0.0,0.0,0.0,0.0,0.0,0
13/6/2021,Endeavor Air Inc.,9E,"Milwaukee, WI","New York, NY",610,605.0,-5.0,16.0,621.0,857.0,10.0,921,907.0,-14.0,131.0,122.0,96.0,738,0.0,0.0,0.0,0.0,0.0,0
23/5/2022,Endeavor Air Inc.,9E,"New York, NY","Richmond, VA",1010,1003.0,-7.0,40.0,1043.0,1138.0,4.0,1145,1142.0,-3.0,95.0,99.0,55.0,292,0.0,0.0,0.0,0.0,0.0,0
23/8/2019,United Air Lines Inc.,UA,"Baltimore, MD","Chicago, IL",1720,1713.0,-7.0,22.0,1735.0,1812.0,13.0,1829,1825.0,-4.0,129.0,132.0,97.0,621,0.0,0.0,0.0,0.0,0.0,0
10/12/2022,Endeavor Air Inc.,9E,"New York, NY","Savannah, GA",929,928.0,-1.0,32.0,1000.0,1146.0,11.0,1157,1157.0,0.0,148.0,149.0,106.0,718,0.0,0.0,0.0,0.0,0.0,0
